Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Meg22_1618_Bin_20_scaffold_3032_3	GH163(232-500)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3063_15	GH163(202-456)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3063_2	GH165(14-507)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3094_14	GT28(191-354)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3119_9	GH163(223-489)+CBM9(664-851)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3129_11	GT4(236-387)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3129_13	GT2_Glycos_transf_2(23-148)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3129_15	PL17(427-544)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3129_3	GT4(220-362)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3129_4	GT4(213-358)	-	-	N	1
Meg22_1618_Bin_20_scaffold_320_2	PL8_2(570-816)	-	PL8_2	N	2
Meg22_1618_Bin_20_scaffold_320_22	GT2_Glycos_transf_2(16-187)	-	-	N	1
Meg22_1618_Bin_20_scaffold_320_24	GT2_Glycos_transf_2(4-170)	-	-	N	1
Meg22_1618_Bin_20_scaffold_320_26	GT4(217-351)	-	-	N	1
Meg22_1618_Bin_20_scaffold_320_27	GT4(193-343)	-	-	N	1
Meg22_1618_Bin_20_scaffold_320_3	GH109(7-115)	-	-	N	1
Meg22_1618_Bin_20_scaffold_320_35	PL22(35-144)+PL22(158-376)	-	-	N	1
Meg22_1618_Bin_20_scaffold_320_38	CE7(4-281)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3221_10	CE1(42-248)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3278_16	GT51(72-246)	GT51(53)	-	N	2
Meg22_1618_Bin_20_scaffold_327_1	CBM9(33-188)	-	-	N	1
Meg22_1618_Bin_20_scaffold_327_37	CE1(42-173)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3438_6	CBM9(41-219)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3438_7	GH141(29-306)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3461_7	GH29(42-322)	-	-	N	1
Meg22_1618_Bin_20_scaffold_35364_2	GH163(208-462)	-	CBM54	N	2
Meg22_1618_Bin_20_scaffold_35964_3	GH109(11-126)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3648_1	CBM32(212-347)+CBM51(395-522)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3648_3	GH109(11-119)	-	-	N	1
Meg22_1618_Bin_20_scaffold_3802_8	GH109(6-117)	-	-	N	1
Meg22_1618_Bin_20_scaffold_384_43	GH109(4-118)	-	-	N	1
Meg22_1618_Bin_20_scaffold_4157_3	PL11(346-894)	PL11(1)	PL11_1	N	3
Meg22_1618_Bin_20_scaffold_4301_3	CBM9(63-240)	-	-	N	1
Meg22_1618_Bin_20_scaffold_4345_10	GH109(6-121)	GH109(4)	-	N	2
Meg22_1618_Bin_20_scaffold_43_10	GH109(5-122)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_17	PL12(408-545)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_18	GH163(206-464)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_4	GH109(2-106)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_48	GH141(26-304)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_54	GH163(238-395)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_56	GH43_30(35-288)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_58	CBM9(44-230)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_69	GH165(179-519)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_7	GH109(2-127)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_79	CBM9(1769-1943)	-	-	N	1
Meg22_1618_Bin_20_scaffold_43_9	GH156(14-516)	-	-	N	1
Meg22_1618_Bin_20_scaffold_441_32	GH33(20-365)	-	-	N	1
Meg22_1618_Bin_20_scaffold_441_41	CBM9(34-213)	-	-	N	1
Meg22_1618_Bin_20_scaffold_441_42	GH163(208-466)	-	-	N	1
Meg22_1618_Bin_20_scaffold_4455_7	GH3(106-329)	-	-	N	1
Meg22_1618_Bin_20_scaffold_455_24	GT26(394-562)	GT26(14)	-	N	2
Meg22_1618_Bin_20_scaffold_455_5	GH33(24-237)	-	-	N	1
Meg22_1618_Bin_20_scaffold_4653_6	CE15(21-334)	-	-	N	1
Meg22_1618_Bin_20_scaffold_4677_15	GH3(59-276)	-	-	N	1
Meg22_1618_Bin_20_scaffold_4684_9	CE11(8-271)	-	-	N	1
Meg22_1618_Bin_20_scaffold_469_36	GT9(72-312)	-	-	N	1
Meg22_1618_Bin_20_scaffold_469_37	GT9(96-352)	-	-	N	1
Meg22_1618_Bin_20_scaffold_475_11	GT4(206-357)	-	-	N	1
Meg22_1618_Bin_20_scaffold_475_18	GT83(121-410)	-	-	N	1
Meg22_1618_Bin_20_scaffold_475_26	GT4(205-362)	-	-	N	1
Meg22_1618_Bin_20_scaffold_475_28	GT4(210-359)	-	-	N	1
Meg22_1618_Bin_20_scaffold_475_29	GH106(13-912)	-	-	N	1
Meg22_1618_Bin_20_scaffold_475_3	GT2_Glycos_transf_2(9-186)	-	-	N	1
Meg22_1618_Bin_20_scaffold_475_7	GT4(198-353)	-	-	N	1
Meg22_1618_Bin_20_scaffold_475_8	GT4(206-353)	GT4(99)	-	N	2
Meg22_1618_Bin_20_scaffold_475_9	GT4(226-382)	-	-	N	1
Meg22_1618_Bin_20_scaffold_4814_6	GH4(2-180)	GH4(3)	GH4	N	3
Meg22_1618_Bin_20_scaffold_48744_3	GT2_Glycos_transf_2(6-159)	-	-	N	1
Meg22_1618_Bin_20_scaffold_48744_4	GT4(168-318)	GT4(88)	-	N	2
Meg22_1618_Bin_20_scaffold_49080_3	GT2_Glycos_transf_2(12-122)	-	-	N	1
Meg22_1618_Bin_20_scaffold_49080_4	GT4(191-324)	-	-	N	1
Meg22_1618_Bin_20_scaffold_491_11	PL6(450-761)	-	-	N	1
Meg22_1618_Bin_20_scaffold_491_26	GH123(830-1107)	-	GH0	N	2
Meg22_1618_Bin_20_scaffold_491_27	GH32(20-220)	-	-	N	1
Meg22_1618_Bin_20_scaffold_491_30	GH29(6-323)	GH29(3)	-	N	2
Meg22_1618_Bin_20_scaffold_491_8	GH156(1-517)	-	-	N	1
Meg22_1618_Bin_20_scaffold_4955_10	PL10_3(439-564)	-	PL10	N	2
Meg22_1618_Bin_20_scaffold_5056_6	CBM9(68-268)	-	-	N	1
Meg22_1618_Bin_20_scaffold_5176_10	GT4(185-335)	-	-	N	1
Meg22_1618_Bin_20_scaffold_524_14	CE15(161-341)	-	-	N	1
Meg22_1618_Bin_20_scaffold_524_15	PL15(520-641)	-	PL15	N	2
Meg22_1618_Bin_20_scaffold_524_17	GH95(274-719)	-	-	N	1
Meg22_1618_Bin_20_scaffold_524_5	GH33(9-362)	-	-	N	1
Meg22_1618_Bin_20_scaffold_549_24	GH109(6-119)	-	-	N	1
Meg22_1618_Bin_20_scaffold_549_36	CBM9(38-219)	-	-	N	1
Meg22_1618_Bin_20_scaffold_5524_13	GH109(5-117)	-	-	N	1
Meg22_1618_Bin_20_scaffold_5532_10	GH109(7-119)	-	-	N	1
Meg22_1618_Bin_20_scaffold_5532_2	GH109(5-121)	-	-	N	1
Meg22_1618_Bin_20_scaffold_5532_7	GH51(24-415)	-	-	N	1
Meg22_1618_Bin_20_scaffold_5604_3	CBM9(1180-1359)	-	-	N	1
Meg22_1618_Bin_20_scaffold_5604_7	GH2(27-672)	-	-	N	1
Meg22_1618_Bin_20_scaffold_56711_1	GH109(3-116)	-	-	N	1
Meg22_1618_Bin_20_scaffold_569_19	GH140(96-512)	-	GH140	N	2
Meg22_1618_Bin_20_scaffold_569_31	CBM9(39-220)	-	-	N	1
Meg22_1618_Bin_20_scaffold_569_39	GH163(204-459)+CBM9(678-848)	-	-	N	1
Meg22_1618_Bin_20_scaffold_58515_2	GH109(4-118)	-	-	N	1
Meg22_1618_Bin_20_scaffold_5851_5	CBM9(41-200)	-	-	N	1
Meg22_1618_Bin_20_scaffold_585_10	GT83(17-427)	-	-	N	1
Meg22_1618_Bin_20_scaffold_585_19	GH148(84-236)	-	GH148	N	2
Meg22_1618_Bin_20_scaffold_585_20	CE4(445-561)	CE4(16)	-	N	2
Meg22_1618_Bin_20_scaffold_585_42	GH165(2-465)	-	-	N	1
Meg22_1618_Bin_20_scaffold_5939_9	GH112(602-1085)	-	-	N	1
Meg22_1618_Bin_20_scaffold_6072_4	CBM9(1508-1687)	-	-	N	1
Meg22_1618_Bin_20_scaffold_621_10	CBM67(32-179)	-	-	N	1
Meg22_1618_Bin_20_scaffold_621_8	GH163(229-492)	-	-	N	1
Meg22_1618_Bin_20_scaffold_627_11	GT2_Glycos_transf_2(4-131)	-	-	N	1
Meg22_1618_Bin_20_scaffold_653_15	GT4(200-328)	GT4(11)	-	N	2
Meg22_1618_Bin_20_scaffold_675_36	GT2_Glycos_transf_2(10-170)	GT2(123)	-	N	2
Meg22_1618_Bin_20_scaffold_689_17	GH165(44-506)	-	-	N	1
Meg22_1618_Bin_20_scaffold_689_19	GH106(7-682)	GH106(8)	GH106	N	3
Meg22_1618_Bin_20_scaffold_689_24	CBM9(44-223)	-	-	N	1
Meg22_1618_Bin_20_scaffold_69190_2	GH163(211-481)	-	-	N	1
Meg22_1618_Bin_20_scaffold_6925_8	GH99(44-340)	-	-	N	1
Meg22_1618_Bin_20_scaffold_7296_2	GH20(125-325)	-	-	N	1
Meg22_1618_Bin_20_scaffold_750_17	GH33(46-342)	-	-	N	1
Meg22_1618_Bin_20_scaffold_750_18	CE7(41-290)	-	-	N	1
Meg22_1618_Bin_20_scaffold_750_34	GT2_Glycos_transf_2(11-174)	GT2(103)	-	N	2
Meg22_1618_Bin_20_scaffold_750_35	GT83(31-450)	-	-	N	1
Meg22_1618_Bin_20_scaffold_751_23	CE10(55-250)	-	-	N	1
Meg22_1618_Bin_20_scaffold_751_6	GH163(234-515)	-	-	N	1
Meg22_1618_Bin_20_scaffold_751_8	GH151(31-158)	-	-	N	1
Meg22_1618_Bin_20_scaffold_75_3	GH109(6-114)	-	-	N	1
Meg22_1618_Bin_20_scaffold_75_31	GH165(31-469)	-	-	N	1
Meg22_1618_Bin_20_scaffold_75_41	GH2(343-996)	-	-	N	1
Meg22_1618_Bin_20_scaffold_75_56	CBM9(44-227)	-	-	N	1
Meg22_1618_Bin_20_scaffold_75_57	CBM9(194-380)	-	-	N	1
Meg22_1618_Bin_20_scaffold_75_58	CBM9(304-480)	-	-	N	1
Meg22_1618_Bin_20_scaffold_75_8	CBM9(34-214)	-	-	N	1
Meg22_1618_Bin_20_scaffold_7727_5	GH29(10-306)	GH29(16)+CBM32(30)	GH29	N	3
Meg22_1618_Bin_20_scaffold_7727_8	PL15(625-753)	-	-	N	1
Meg22_1618_Bin_20_scaffold_7754_13	GH84(412-658)+CBM9(747-930)	-	-	N	1
Meg22_1618_Bin_20_scaffold_7806_2	PL12(392-540)	-	-	N	1
Meg22_1618_Bin_20_scaffold_7812_4	GH163(235-515)	-	-	N	1
Meg22_1618_Bin_20_scaffold_7874_11	GH109(6-110)	-	-	N	1
Meg22_1618_Bin_20_scaffold_78947_2	GH141(32-533)	-	-	N	1
Meg22_1618_Bin_20_scaffold_7924_9	CE7(66-205)	-	-	N	1
Meg22_1618_Bin_20_scaffold_7941_2	GT83(77-398)	-	-	N	1
Meg22_1618_Bin_20_scaffold_7941_3	PL6(35-399)	PL6(7)	-	N	2
Meg22_1618_Bin_20_scaffold_806_33	GH163(216-487)	-	-	N	1
Meg22_1618_Bin_20_scaffold_806_37	PL33(415-482)	PL33(7)	PL33_2	N	3
Meg22_1618_Bin_20_scaffold_819_20	GT2_Glyco_tranf_2_3(102-329)	GT2(93)	GT2	N	3
Meg22_1618_Bin_20_scaffold_819_22	CBM57(45-157)	-	-	N	1
Meg22_1618_Bin_20_scaffold_819_33	GH33(23-335)	-	-	N	1
Meg22_1618_Bin_20_scaffold_829_11	GT1(16-418)	GT1(18)	-	N	2
Meg22_1618_Bin_20_scaffold_829_16	CBM9(1345-1495)	-	-	N	1
Meg22_1618_Bin_20_scaffold_829_20	GH99(452-752)	-	-	N	1
Meg22_1618_Bin_20_scaffold_829_24	GH20(316-618)	-	-	N	1
Meg22_1618_Bin_20_scaffold_84857_1	GH20(497-686)	-	-	N	1
Meg22_1618_Bin_20_scaffold_8580_1	PL15(314-438)	-	-	N	1
Meg22_1618_Bin_20_scaffold_8580_6	AA6(4-122)	-	-	N	1
Meg22_1618_Bin_20_scaffold_862_40	CBM66(34-186)+GH33(224-435)	-	-	N	1
Meg22_1618_Bin_20_scaffold_883_2	PL34(481-669)	-	-	N	1
Meg22_1618_Bin_20_scaffold_883_23	GH109(5-121)	-	-	N	1
Meg22_1618_Bin_20_scaffold_883_26	GH110(50-529)	-	GH110	N	2
Meg22_1618_Bin_20_scaffold_883_3	GH33(228-455)	-	-	N	1
Meg22_1618_Bin_20_scaffold_883_4	GT4(202-353)	-	-	N	1
Meg22_1618_Bin_20_scaffold_8878_2	GH163(234-494)	-	-	N	1
Meg22_1618_Bin_20_scaffold_904_13	CBM66(587-733)	-	-	N	1
Meg22_1618_Bin_20_scaffold_904_15	PL15(660-790)	-	-	N	1
Meg22_1618_Bin_20_scaffold_9193_4	PL12(568-712)	-	PL12	N	2
Meg22_1618_Bin_20_scaffold_961_27	PL17(568-702)	-	-	N	1
Meg22_1618_Bin_20_scaffold_961_36	CE4(253-375)	-	-	N	1
Meg22_1618_Bin_20_scaffold_961_42	GH33(11-294)	-	-	N	1
Meg22_1618_Bin_20_scaffold_961_49	GH109(9-117)	-	-	N	1
Meg22_1618_Bin_20_scaffold_961_54	GH95(19-715)	-	GH95	N	2
Meg22_1618_Bin_20_scaffold_973_13	GH109(5-117)	-	-	N	1
Meg22_1618_Bin_20_scaffold_973_35	PL15(281-410)	-	-	N	1
Meg22_1618_Bin_20_scaffold_973_9	CBM9(184-357)	-	-	N	1
Meg22_1618_Bin_20_scaffold_1791_7	-	CE11(17)	-	N	1
Meg22_1618_Bin_20_scaffold_585_32	-	GH33(61)	GH33	N	2
Meg22_1618_Bin_20_scaffold_8281_6	-	PL11(2)	-	N	1
Meg22_1618_Bin_20_scaffold_286_27	-	GT0(93)	-	N	1
Meg22_1618_Bin_20_scaffold_101345_1	-	GT35(16)	-	N	1
Meg22_1618_Bin_20_scaffold_469_18	-	CBM20(30)	-	N	1
Meg22_1618_Bin_20_scaffold_819_9	-	CBM5(68)	-	N	1
Meg22_1618_Bin_20_scaffold_17532_3	-	CBM57(20)	-	N	1
Meg22_1618_Bin_20_scaffold_43_45	-	-	GT2	N	1
Meg22_1618_Bin_20_scaffold_43_49	-	-	GH0	N	1
Meg22_1618_Bin_20_scaffold_149_63	-	-	GT4	N	1
Meg22_1618_Bin_20_scaffold_384_1	-	-	GH6	N	1
Meg22_1618_Bin_20_scaffold_384_40	-	-	PL0	N	1
Meg22_1618_Bin_20_scaffold_491_13	-	-	GH0	N	1
Meg22_1618_Bin_20_scaffold_627_31	-	-	GH13_30	N	1
Meg22_1618_Bin_20_scaffold_689_11	-	-	GH30	N	1
Meg22_1618_Bin_20_scaffold_1130_25	-	-	PL0	N	1
Meg22_1618_Bin_20_scaffold_1304_21	-	-	GH2	N	1
Meg22_1618_Bin_20_scaffold_2250_7	-	-	GH0	N	1
Meg22_1618_Bin_20_scaffold_2250_13	-	-	GT4	N	1
Meg22_1618_Bin_20_scaffold_2571_17	-	-	GH33	N	1
