Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Meg22_1618_Bin_156_scaffold_61834_5	GH123(208-453)	-	-	N	1
Meg22_1618_Bin_156_scaffold_62666_2	CE9(11-391)	-	-	N	1
Meg22_1618_Bin_156_scaffold_62666_3	GH33(44-321)	-	GH33	N	2
Meg22_1618_Bin_156_scaffold_63265_2	CBM57(16-148)	-	-	N	1
Meg22_1618_Bin_156_scaffold_63376_1	PL22(36-147)+PL22_2(175-378)	-	-	N	1
Meg22_1618_Bin_156_scaffold_63661_3	CBM9(12-190)	-	-	N	1
Meg22_1618_Bin_156_scaffold_63847_3	GH148(79-232)+CBM4(287-416)+GH148(482-627)	GH148(5)+CBM4(9)	CBM4+GH148	N	3
Meg22_1618_Bin_156_scaffold_64552_3	CBM9(48-249)	-	-	N	1
Meg22_1618_Bin_156_scaffold_64976_2	GH156(9-533)	-	GH156	N	2
Meg22_1618_Bin_156_scaffold_67314_3	CE10(58-313)	-	-	N	1
Meg22_1618_Bin_156_scaffold_67703_2	CE4(267-385)	-	-	N	1
Meg22_1618_Bin_156_scaffold_68794_1	CBM9(41-214)	-	-	N	1
Meg22_1618_Bin_156_scaffold_69646_1	CBM9(38-218)	-	-	N	1
Meg22_1618_Bin_156_scaffold_70275_1	PL12(583-722)	-	PL12	N	2
Meg22_1618_Bin_156_scaffold_70303_1	GH29(3-331)	GH29(14)	GH29	N	3
Meg22_1618_Bin_156_scaffold_72018_1	CBM9(13-191)	-	-	N	1
Meg22_1618_Bin_156_scaffold_72235_2	GH39(553-715)	-	-	N	1
Meg22_1618_Bin_156_scaffold_74093_1	CBM57(233-391)	-	-	N	1
Meg22_1618_Bin_156_scaffold_75975_2	CBM67(133-273)	-	-	N	1
Meg22_1618_Bin_156_scaffold_76447_1	GH32(33-314)	GH32(74)+CBM66(1)	GH32	N	3
Meg22_1618_Bin_156_scaffold_76447_2	CBM9(60-225)	-	-	N	1
Meg22_1618_Bin_156_scaffold_76751_2	PL33_2(102-248)	-	-	N	1
Meg22_1618_Bin_156_scaffold_78980_2	CBM9(176-370)	-	-	N	1
Meg22_1618_Bin_156_scaffold_79458_2	GH163(202-374)	-	-	N	1
Meg22_1618_Bin_156_scaffold_79536_3	CBM9(12-184)	-	-	N	1
Meg22_1618_Bin_156_scaffold_80196_2	PL11(50-590)	PL11(1)+CBM35(24)	PL11_1	N	3
Meg22_1618_Bin_156_scaffold_8044_7	GH5(361-657)	-	-	N	1
Meg22_1618_Bin_156_scaffold_80985_5	GH109(4-134)	-	-	N	1
Meg22_1618_Bin_156_scaffold_82548_3	GH165(22-497)	-	-	N	1
Meg22_1618_Bin_156_scaffold_8317_7	GH109(4-117)	-	-	N	1
Meg22_1618_Bin_156_scaffold_83373_4	GT2_Glycos_transf_2(4-125)	-	-	N	1
Meg22_1618_Bin_156_scaffold_84265_1	PL10_3(105-263)	-	-	N	1
Meg22_1618_Bin_156_scaffold_8544_7	GH33(25-310)	GH33(53)	-	N	2
Meg22_1618_Bin_156_scaffold_8544_9	GH2(273-630)	-	-	N	1
Meg22_1618_Bin_156_scaffold_86734_3	GH109(8-101)	-	-	N	1
Meg22_1618_Bin_156_scaffold_8703_2	GH109(6-114)	-	-	N	1
Meg22_1618_Bin_156_scaffold_87768_1	GH30(21-333)	-	-	N	1
Meg22_1618_Bin_156_scaffold_90080_2	GT2_Glyco_tranf_2_3(7-237)	-	-	N	1
Meg22_1618_Bin_156_scaffold_90363_1	GT83(114-409)	-	-	N	1
Meg22_1618_Bin_156_scaffold_90363_2	GT2_Glycos_transf_2(6-106)	-	-	N	1
Meg22_1618_Bin_156_scaffold_91124_1	CBM9(509-669)	-	-	N	1
Meg22_1618_Bin_156_scaffold_9241_5	CE7(50-217)	-	-	N	1
Meg22_1618_Bin_156_scaffold_94646_2	GH163(12-278)	-	-	N	1
Meg22_1618_Bin_156_scaffold_96905_2	GT83(21-242)	-	-	N	1
Meg22_1618_Bin_156_scaffold_97568_2	PL15(151-268)	-	-	N	1
Meg22_1618_Bin_156_scaffold_28207_5	-	CE11(17)	-	N	1
Meg22_1618_Bin_156_scaffold_38808_3	-	GH2(8)+CBM42(2)+CBM67(18)	-	N	1
Meg22_1618_Bin_156_scaffold_88679_1	-	PL11(1)	-	N	1
Meg22_1618_Bin_156_scaffold_68416_2	-	PL11(1)	-	N	1
Meg22_1618_Bin_156_scaffold_41716_4	-	GT0(36)	-	N	1
Meg22_1618_Bin_156_scaffold_28758_1	-	GT0(93)	-	N	1
Meg22_1618_Bin_156_scaffold_15721_1	-	GT51(3)	-	N	1
Meg22_1618_Bin_156_scaffold_8949_9	-	CBM50(132)	-	N	1
Meg22_1618_Bin_156_scaffold_3717_11	-	-	GH6	N	1
Meg22_1618_Bin_156_scaffold_8091_10	-	-	AA1	N	1
Meg22_1618_Bin_156_scaffold_13908_4	-	-	GH0	N	1
Meg22_1618_Bin_156_scaffold_14172_6	-	-	GH2	N	1
Meg22_1618_Bin_156_scaffold_14762_2	-	-	GH6	N	1
Meg22_1618_Bin_156_scaffold_15133_4	-	-	GH3	N	1
Meg22_1618_Bin_156_scaffold_21284_4	-	-	GT5	N	1
Meg22_1618_Bin_156_scaffold_27485_3	-	-	GH0	N	1
Meg22_1618_Bin_156_scaffold_28424_1	-	-	GH28	N	1
Meg22_1618_Bin_156_scaffold_29794_3	-	-	PL0	N	1
Meg22_1618_Bin_156_scaffold_30877_2	-	-	GH13_30	N	1
Meg22_1618_Bin_156_scaffold_32350_3	-	-	GH13_11	N	1
Meg22_1618_Bin_156_scaffold_33581_2	-	-	GT13	N	1
Meg22_1618_Bin_156_scaffold_49557_1	-	-	AA1	N	1
Meg22_1618_Bin_156_scaffold_49877_4	-	-	GT4	N	1
Meg22_1618_Bin_156_scaffold_52114_2	-	-	GH0	N	1
Meg22_1618_Bin_156_scaffold_65250_1	-	-	GH33	N	1
Meg22_1618_Bin_156_scaffold_190307_1	-	-	PL0	N	1
