Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Meg22_1618_Bin_132_scaffold_80262_1	GH109(5-117)	-	-	N	1
Meg22_1618_Bin_132_scaffold_83973_2	PL10_3(4-102)	-	-	N	1
Meg22_1618_Bin_132_scaffold_83973_3	GH140(101-366)	-	-	N	1
Meg22_1618_Bin_132_scaffold_87638_3	GT2_Glycos_transf_2(9-141)	GT2(6)	-	N	2
Meg22_1618_Bin_132_scaffold_88900_2	PL10_3(178-340)	-	-	N	1
Meg22_1618_Bin_132_scaffold_90268_2	GH4(3-181)	GH4(6)	GH4	N	3
Meg22_1618_Bin_132_scaffold_91282_1	GH163(219-481)	-	-	N	1
Meg22_1618_Bin_132_scaffold_92038_2	CE14(7-117)	-	-	N	1
Meg22_1618_Bin_132_scaffold_92374_2	GH151(32-96)	GH151(1)	GH151	N	3
Meg22_1618_Bin_132_scaffold_35803_3	-	CE11(17)	-	N	1
Meg22_1618_Bin_132_scaffold_40382_6	-	GH23(51)	-	N	1
Meg22_1618_Bin_132_scaffold_55780_1	-	PL0(8)	-	N	1
Meg22_1618_Bin_132_scaffold_36862_2	-	PL11(1)	-	N	1
Meg22_1618_Bin_132_scaffold_57757_4	-	GT0(93)	-	N	1
Meg22_1618_Bin_132_scaffold_41916_2	-	GT26(29)	-	N	1
Meg22_1618_Bin_132_scaffold_22809_2	-	-	GH6	N	1
Meg22_1618_Bin_132_scaffold_44170_1	-	-	GH13_30	N	1
Meg22_1618_Bin_132_scaffold_102011_2	-	-	CBM50	N	1
