Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Meg22_810_Bin_187_scaffold_5100_3	GT2_Glycos_transf_2(7-175)	GT2(228)	-	N	2
Meg22_810_Bin_187_scaffold_52138_2	GH32(16-281)	-	-	N	1
Meg22_810_Bin_187_scaffold_5238_12	GT4(182-335)	-	-	N	1
Meg22_810_Bin_187_scaffold_55308_4	GT4(183-324)	-	-	N	1
Meg22_810_Bin_187_scaffold_5922_20	AA6(3-155)	-	-	N	1
Meg22_810_Bin_187_scaffold_59847_2	GH2(383-897)	-	-	N	1
Meg22_810_Bin_187_scaffold_61330_2	GT4(195-336)	-	-	N	1
Meg22_810_Bin_187_scaffold_61330_4	GT2_Glycos_transf_2(6-134)	-	-	N	1
Meg22_810_Bin_187_scaffold_61330_5	GH109(5-113)	-	-	N	1
Meg22_810_Bin_187_scaffold_6811_7	GH109(5-115)	-	-	N	1
Meg22_810_Bin_187_scaffold_7137_17	CE14(12-172)	-	-	N	1
Meg22_810_Bin_187_scaffold_7376_3	GH30(23-431)	-	-	N	1
Meg22_810_Bin_187_scaffold_7409_7	GH2(534-948)	-	GH2	N	2
Meg22_810_Bin_187_scaffold_7708_9	CBM9(415-598)	-	-	N	1
Meg22_810_Bin_187_scaffold_7769_9	GT4(213-366)	-	-	N	1
Meg22_810_Bin_187_scaffold_87160_2	GH4(3-181)	GH4(6)	GH4	N	3
Meg22_810_Bin_187_scaffold_8744_7	GT5(2-466)	GT5(6)	GT5	N	3
Meg22_810_Bin_187_scaffold_8805_22	PL9(21-307)	-	-	N	1
Meg22_810_Bin_187_scaffold_8805_4	GT2_Glycos_transf_2(1-159)	-	-	N	1
Meg22_810_Bin_187_scaffold_88507_1	CE6(172-266)	-	-	N	1
Meg22_810_Bin_187_scaffold_9735_2	GH163(219-481)+CBM9(646-822)	-	-	N	1
Meg22_810_Bin_187_scaffold_9745_3	CE4(205-333)	CE4(104)	-	N	2
Meg22_810_Bin_187_scaffold_9959_22	GH163(203-467)	-	-	N	1
Meg22_810_Bin_187_scaffold_9959_4	GH109(5-117)	-	-	N	1
Meg22_810_Bin_187_scaffold_7769_5	-	CE11(17)	-	N	1
Meg22_810_Bin_187_scaffold_22529_8	-	PL0(8)	-	N	1
Meg22_810_Bin_187_scaffold_67207_2	-	PL11(1)	-	N	1
Meg22_810_Bin_187_scaffold_4504_17	-	GT0(93)	-	N	1
Meg22_810_Bin_187_scaffold_78875_2	-	GT26(29)	-	N	1
Meg22_810_Bin_187_scaffold_55308_6	-	GT26(29)	-	N	1
Meg22_810_Bin_187_scaffold_4504_30	-	GT51(45)	-	N	1
Meg22_810_Bin_187_scaffold_109012_2	-	CBM5(49)	-	N	1
Meg22_810_Bin_187_scaffold_37387_6	-	CBM5(68)	-	N	1
Meg22_810_Bin_187_scaffold_12527_7	-	CBM50(35)	-	N	1
Meg22_810_Bin_187_scaffold_3039_31	-	-	GH6	N	1
Meg22_810_Bin_187_scaffold_3995_6	-	-	GH13_30	N	1
Meg22_810_Bin_187_scaffold_4919_10	-	-	GH6	N	1
Meg22_810_Bin_187_scaffold_7708_4	-	-	GH28	N	1
Meg22_810_Bin_187_scaffold_11851_10	-	-	GT13	N	1
Meg22_810_Bin_187_scaffold_23642_13	-	-	GH2	N	1
Meg22_810_Bin_187_scaffold_55308_5	-	-	GT4	N	1
Meg22_810_Bin_187_scaffold_61658_1	-	-	GT4	N	1
Meg22_810_Bin_187_scaffold_143605_1	-	-	CBM50	N	1
