Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Meg22_46_Bin_204_scaffold_15466_10	GH109(1-106)	-	-	N	1
Meg22_46_Bin_204_scaffold_15466_3	GH109(2-117)	-	-	N	1
Meg22_46_Bin_204_scaffold_15575_10	GH141(32-334)	-	GH0	N	2
Meg22_46_Bin_204_scaffold_15575_3	GT2_Glycos_transf_2(4-131)	-	-	N	1
Meg22_46_Bin_204_scaffold_16275_11	GT51(77-250)	GT51(53)	-	N	2
Meg22_46_Bin_204_scaffold_16538_7	GH3(61-277)	-	-	N	1
Meg22_46_Bin_204_scaffold_16561_6	GT2_Glycos_transf_2(29-148)	-	-	N	1
Meg22_46_Bin_204_scaffold_16561_9	GH106(7-713)	GH106(8)	GH106	N	3
Meg22_46_Bin_204_scaffold_16644_2	CBM9(44-230)	-	-	N	1
Meg22_46_Bin_204_scaffold_16644_4	GH163(246-518)	-	-	N	1
Meg22_46_Bin_204_scaffold_167534_2	GH109(5-127)	-	-	N	1
Meg22_46_Bin_204_scaffold_168857_2	GH141(29-522)	-	GH141	N	2
Meg22_46_Bin_204_scaffold_169814_1	GH20(318-515)	-	-	N	1
Meg22_46_Bin_204_scaffold_17064_7	CE4(132-252)	CE4(7)	-	N	2
Meg22_46_Bin_204_scaffold_170672_2	GH32(120-290)	-	-	N	1
Meg22_46_Bin_204_scaffold_1723_11	GT2_Glycos_transf_2(6-183)	-	-	N	1
Meg22_46_Bin_204_scaffold_1723_15	GT4(194-353)	-	-	N	1
Meg22_46_Bin_204_scaffold_1723_16	GT4(194-319)	-	-	N	1
Meg22_46_Bin_204_scaffold_1723_17	GT4(227-384)	-	-	N	1
Meg22_46_Bin_204_scaffold_1723_19	GT4(204-346)	-	-	N	1
Meg22_46_Bin_204_scaffold_1723_24	CBM66(370-521)	-	-	N	1
Meg22_46_Bin_204_scaffold_1723_26	GT83(114-423)	-	-	N	1
Meg22_46_Bin_204_scaffold_1723_34	GT4(209-361)	-	-	N	1
Meg22_46_Bin_204_scaffold_173864_1	AA6(4-94)	-	-	N	1
Meg22_46_Bin_204_scaffold_17435_15	GH163(205-477)	-	-	N	1
Meg22_46_Bin_204_scaffold_17435_2	GH109(4-119)	-	-	N	1
Meg22_46_Bin_204_scaffold_17435_8	GH163(215-473)	-	GH163	N	2
Meg22_46_Bin_204_scaffold_174523_1	GH163(417-658)	-	-	N	1
Meg22_46_Bin_204_scaffold_175116_2	GT4(193-349)	-	-	N	1
Meg22_46_Bin_204_scaffold_175554_3	CE4(25-144)	-	-	N	1
Meg22_46_Bin_204_scaffold_176507_2	GT4(196-345)	-	-	N	1
Meg22_46_Bin_204_scaffold_179638_4	GH165(2-453)	-	-	N	1
Meg22_46_Bin_204_scaffold_18712_3	GH163(236-393)	-	-	N	1
Meg22_46_Bin_204_scaffold_188412_1	CE1(120-331)	-	-	N	1
Meg22_46_Bin_204_scaffold_18897_2	CBM9(35-190)	-	-	N	1
Meg22_46_Bin_204_scaffold_192287_1	GT4(198-291)	-	-	N	1
Meg22_46_Bin_204_scaffold_19353_6	GH109(7-116)	GH109(4)	-	N	2
Meg22_46_Bin_204_scaffold_19430_1	GH163(220-454)+CBM9(644-811)	-	-	N	1
Meg22_46_Bin_204_scaffold_203739_1	GH78(164-534)	-	-	N	1
Meg22_46_Bin_204_scaffold_205677_1	PL1_2(65-165)	PL1(17)+CBM6(62)	-	N	2
Meg22_46_Bin_204_scaffold_205677_3	GH33(17-319)	-	-	N	1
Meg22_46_Bin_204_scaffold_207294_1	GH163(144-406)	-	-	N	1
Meg22_46_Bin_204_scaffold_208718_2	CBM9(64-239)	-	-	N	1
Meg22_46_Bin_204_scaffold_20998_2	GH156(15-516)	-	-	N	1
Meg22_46_Bin_204_scaffold_20998_3	PL15(377-499)	-	-	N	1
Meg22_46_Bin_204_scaffold_216169_1	GH151(38-155)	-	GH0	N	2
Meg22_46_Bin_204_scaffold_216186_2	GH109(3-111)	-	-	N	1
Meg22_46_Bin_204_scaffold_2182_9	GT2_Glyco_tranf_2_3(7-236)	-	-	N	1
Meg22_46_Bin_204_scaffold_21927_2	GH163(233-494)	-	-	N	1
Meg22_46_Bin_204_scaffold_224138_2	CBM9(194-380)	-	-	N	1
Meg22_46_Bin_204_scaffold_22845_3	GH163(208-473)+CBM9(642-823)	-	-	N	1
Meg22_46_Bin_204_scaffold_23802_3	CE11(8-271)	CE11(7)	-	N	2
Meg22_46_Bin_204_scaffold_238209_2	GH163(1-194)	-	-	N	1
Meg22_46_Bin_204_scaffold_239805_1	CE7(268-411)	-	-	N	1
Meg22_46_Bin_204_scaffold_239935_1	GH141(2-225)	-	-	N	1
Meg22_46_Bin_204_scaffold_24385_2	GH33(338-537)	-	-	N	1
Meg22_46_Bin_204_scaffold_245087_1	CE10(41-194)	-	-	N	1
Meg22_46_Bin_204_scaffold_245825_2	GH38(19-257)	-	-	N	1
Meg22_46_Bin_204_scaffold_24842_5	GH141(21-295)	-	-	N	1
Meg22_46_Bin_204_scaffold_25029_6	GH163(208-466)	-	-	N	1
Meg22_46_Bin_204_scaffold_251407_2	CBM9(45-229)	-	-	N	1
Meg22_46_Bin_204_scaffold_251819_2	GH29(26-305)	GH29(33)	GH29	N	3
Meg22_46_Bin_204_scaffold_25710_4	GH106(45-422)	-	-	N	1
Meg22_46_Bin_204_scaffold_263190_2	CE14(8-112)	-	-	N	1
Meg22_46_Bin_204_scaffold_27035_2	GH165(28-460)	-	-	N	1
Meg22_46_Bin_204_scaffold_27035_4	GH33(7-326)	-	-	N	1
Meg22_46_Bin_204_scaffold_272516_3	GH165(1-426)	-	-	N	1
Meg22_46_Bin_204_scaffold_27723_1	GH29(11-142)	GH29(41)+CBM13(80)	-	N	2
Meg22_46_Bin_204_scaffold_27723_2	GH156(10-403)	-	-	N	1
Meg22_46_Bin_204_scaffold_27723_3	GH29(10-321)	GH29(33)	-	N	2
Meg22_46_Bin_204_scaffold_27887_5	CE7(62-203)	-	-	N	1
Meg22_46_Bin_204_scaffold_28114_4	GH109(3-106)	-	-	N	1
Meg22_46_Bin_204_scaffold_2819_2	GH140(102-524)	-	GH140	N	2
Meg22_46_Bin_204_scaffold_28577_4	GH109(4-117)	-	-	N	1
Meg22_46_Bin_204_scaffold_289432_2	GT4(193-341)	GT4(16)	-	N	2
Meg22_46_Bin_204_scaffold_29852_6	CBM9(200-380)	-	-	N	1
Meg22_46_Bin_204_scaffold_30072_1	GT2_Glycos_transf_2(94-216)+GT4(491-650)	-	-	N	1
Meg22_46_Bin_204_scaffold_30116_2	CBM9(244-426)	-	-	N	1
Meg22_46_Bin_204_scaffold_303678_1	GH163(15-276)	-	-	N	1
Meg22_46_Bin_204_scaffold_31513_10	GH163(209-466)	-	-	N	1
Meg22_46_Bin_204_scaffold_31513_11	GH163(55-308)	-	-	N	1
Meg22_46_Bin_204_scaffold_31548_9	GH23(75-183)	GH23(15)	-	N	2
Meg22_46_Bin_204_scaffold_31725_6	GH163(467-727)	-	-	N	1
Meg22_46_Bin_204_scaffold_319585_1	GH42(201-427)	-	-	N	1
Meg22_46_Bin_204_scaffold_333676_1	CE15(81-254)	-	-	N	1
Meg22_46_Bin_204_scaffold_33445_2	GH109(4-116)	-	-	N	1
Meg22_46_Bin_204_scaffold_335367_2	GH163(206-480)	-	-	N	1
Meg22_46_Bin_204_scaffold_3366_11	GH165(17-509)	-	-	N	1
Meg22_46_Bin_204_scaffold_34890_5	GT2_Glycos_transf_2(6-157)	-	-	N	1
Meg22_46_Bin_204_scaffold_34890_6	GT4(94-247)	-	-	N	1
Meg22_46_Bin_204_scaffold_35466_3	GH109(6-117)	-	-	N	1
Meg22_46_Bin_204_scaffold_3656_14	GH20(136-331)	-	-	N	1
Meg22_46_Bin_204_scaffold_3656_17	CE10(42-274)	-	-	N	1
Meg22_46_Bin_204_scaffold_3656_18	CBM9(196-390)+GH20(541-786)	-	-	N	1
Meg22_46_Bin_204_scaffold_3656_20	GH63(178-515)	-	-	N	1
Meg22_46_Bin_204_scaffold_36685_2	GT4(203-357)	-	-	N	1
Meg22_46_Bin_204_scaffold_36685_3	GT4(198-354)	-	-	N	1
Meg22_46_Bin_204_scaffold_36940_1	CBM9(260-440)	-	-	N	1
Meg22_46_Bin_204_scaffold_36940_2	GH141(25-307)	-	-	N	1
Meg22_46_Bin_204_scaffold_37611_1	CBM9(606-786)	-	-	N	1
Meg22_46_Bin_204_scaffold_3774_4	CE7(125-407)	-	-	N	1
Meg22_46_Bin_204_scaffold_3806_1	CBM67(29-176)	-	-	N	1
Meg22_46_Bin_204_scaffold_3816_15	CBM57(37-151)	-	-	N	1
Meg22_46_Bin_204_scaffold_3816_2	GH163(210-477)	-	-	N	1
Meg22_46_Bin_204_scaffold_3816_6	GH109(6-125)	-	-	N	1
Meg22_46_Bin_204_scaffold_38318_2	GH163(238-519)	-	-	N	1
Meg22_46_Bin_204_scaffold_38318_3	GH109(3-116)	-	-	N	1
Meg22_46_Bin_204_scaffold_38318_4	GH127(25-526)	GH127(1)	GH127	N	3
Meg22_46_Bin_204_scaffold_389103_1	PL9(222-409)	-	-	N	1
Meg22_46_Bin_204_scaffold_39030_3	GT2_Glyco_tranf_2_3(2-234)	-	-	N	1
Meg22_46_Bin_204_scaffold_39030_4	GT4(199-346)	-	-	N	1
Meg22_46_Bin_204_scaffold_39030_5	GT2_Glyco_tranf_2_3(6-239)	-	-	N	1
Meg22_46_Bin_204_scaffold_39664_5	GH33(25-325)	GH33(53)	-	N	2
Meg22_46_Bin_204_scaffold_39757_5	PL6(24-383)	-	-	N	1
Meg22_46_Bin_204_scaffold_402441_2	PL10(192-374)	-	-	N	1
Meg22_46_Bin_204_scaffold_41339_3	CE7(132-302)	-	-	N	1
Meg22_46_Bin_204_scaffold_41382_5	CBM51(114-247)	-	-	N	1
Meg22_46_Bin_204_scaffold_414070_3	GH42(20-303)	-	-	N	1
Meg22_46_Bin_204_scaffold_41877_1	GH2(29-406)	GH2(8)+CBM42(2)+CBM67(18)	-	N	2
Meg22_46_Bin_204_scaffold_41877_4	GH109(4-118)	-	-	N	1
Meg22_46_Bin_204_scaffold_43898_1	GH163(216-468)	-	GH163	N	2
Meg22_46_Bin_204_scaffold_44140_2	GH163(192-451)	-	CBM54	N	2
Meg22_46_Bin_204_scaffold_4418_12	GH163(245-509)	-	-	N	1
Meg22_46_Bin_204_scaffold_4418_13	GH109(4-116)	-	-	N	1
Meg22_46_Bin_204_scaffold_4418_2	PL10_3(114-370)	-	-	N	1
Meg22_46_Bin_204_scaffold_4418_4	GH5(410-651)	-	GH5	N	2
Meg22_46_Bin_204_scaffold_4574_10	GH148(69-223)+CBM4(278-407)+GH148(473-596)	GH148(5)+CBM4(9)	CBM4+GH148	N	3
Meg22_46_Bin_204_scaffold_4574_12	GH123(840-1112)	-	GH0	N	2
Meg22_46_Bin_204_scaffold_46577_1	GH165(1-428)	-	-	N	1
Meg22_46_Bin_204_scaffold_46646_5	GT4(240-396)	-	-	N	1
Meg22_46_Bin_204_scaffold_46670_4	CE15(162-342)	-	-	N	1
Meg22_46_Bin_204_scaffold_46741_3	GH4(4-181)	GH4(3)	GH4	N	3
Meg22_46_Bin_204_scaffold_47019_2	GH163(286-572)	-	-	N	1
Meg22_46_Bin_204_scaffold_4818_13	GH23(241-351)	GH23(199)	-	N	2
Meg22_46_Bin_204_scaffold_48545_2	GH109(7-114)	-	-	N	1
Meg22_46_Bin_204_scaffold_48682_1	GH156(42-458)	-	-	N	1
Meg22_46_Bin_204_scaffold_48894_7	PL10_3(8-134)	-	-	N	1
Meg22_46_Bin_204_scaffold_490976_1	CE1(76-267)	-	-	N	1
Meg22_46_Bin_204_scaffold_49209_3	GH5(200-347)	-	-	N	1
Meg22_46_Bin_204_scaffold_49289_2	GH127(30-563)	-	GH127	N	2
Meg22_46_Bin_204_scaffold_50343_1	CBM9(378-528)	-	-	N	1
Meg22_46_Bin_204_scaffold_50343_4	GH109(4-122)	-	-	N	1
Meg22_46_Bin_204_scaffold_5131_17	GH109(6-117)	-	-	N	1
Meg22_46_Bin_204_scaffold_5131_2	CE10(26-289)	-	-	N	1
Meg22_46_Bin_204_scaffold_5220_13	GH109(5-118)	-	-	N	1
Meg22_46_Bin_204_scaffold_5220_2	PL17(666-782)	-	CBM11+PL17	N	2
Meg22_46_Bin_204_scaffold_53339_3	GH163(251-497)	-	-	N	1
Meg22_46_Bin_204_scaffold_5385_4	GH163(209-475)	-	-	N	1
Meg22_46_Bin_204_scaffold_5385_6	GT2_Glycos_transf_2(10-175)	-	-	N	1
Meg22_46_Bin_204_scaffold_54056_3	GT2_Glycos_transf_2(46-209)	-	-	N	1
Meg22_46_Bin_204_scaffold_54056_5	GT2_Glycos_transf_2(1-121)	-	-	N	1
Meg22_46_Bin_204_scaffold_5421_10	GT83(18-475)	-	-	N	1
Meg22_46_Bin_204_scaffold_5469_16	PL12(558-701)	-	PL12	N	2
Meg22_46_Bin_204_scaffold_5469_8	GH29(20-336)	GH29(51)	GH29	N	3
Meg22_46_Bin_204_scaffold_5474_5	CE10(40-252)	-	-	N	1
Meg22_46_Bin_204_scaffold_55044_6	GH109(4-115)	-	-	N	1
Meg22_46_Bin_204_scaffold_5533_3	GT4(207-356)	GT4(122)	-	N	2
Meg22_46_Bin_204_scaffold_5533_9	GT2_Glycos_transf_2(14-177)	GT2(51)	-	N	2
Meg22_46_Bin_204_scaffold_56945_5	CBM9(331-523)	-	-	N	1
Meg22_46_Bin_204_scaffold_57075_2	PL17(643-766)	-	-	N	1
Meg22_46_Bin_204_scaffold_57079_1	CBM67(371-520)	-	-	N	1
Meg22_46_Bin_204_scaffold_5875_10	GH95(14-705)	-	GH95	N	2
Meg22_46_Bin_204_scaffold_5875_11	GH95(21-697)	-	GH95	N	2
Meg22_46_Bin_204_scaffold_5875_4	GH109(8-120)	-	-	N	1
Meg22_46_Bin_204_scaffold_5875_9	GH4(4-173)	-	-	N	1
Meg22_46_Bin_204_scaffold_59152_3	GH163(216-478)	-	GH163	N	2
Meg22_46_Bin_204_scaffold_59414_1	GH31(192-616)	-	GH31	N	2
Meg22_46_Bin_204_scaffold_59414_3	GH109(2-106)	-	-	N	1
Meg22_46_Bin_204_scaffold_5943_1	GH112(147-637)	-	-	N	1
Meg22_46_Bin_204_scaffold_61292_1	GH2(189-639)	-	-	N	1
Meg22_46_Bin_204_scaffold_61634_1	GH109(10-126)	-	-	N	1
Meg22_46_Bin_204_scaffold_62145_1	CBM67(6-108)	-	-	N	1
Meg22_46_Bin_204_scaffold_62145_2	CBM9(232-416)	-	-	N	1
Meg22_46_Bin_204_scaffold_64616_3	GH141(31-308)	-	-	N	1
Meg22_46_Bin_204_scaffold_64767_3	GH163(235-492)	-	-	N	1
Meg22_46_Bin_204_scaffold_65194_3	GH109(2-106)	-	-	N	1
Meg22_46_Bin_204_scaffold_67289_1	CE4(15-116)	-	-	N	1
Meg22_46_Bin_204_scaffold_67289_4	CE14(9-118)	-	-	N	1
Meg22_46_Bin_204_scaffold_67536_4	GH29(1-234)	GH29(16)+CBM32(30)	-	N	2
Meg22_46_Bin_204_scaffold_67536_5	GH163(222-503)	-	-	N	1
Meg22_46_Bin_204_scaffold_68369_1	CBM16(35-154)	-	-	N	1
Meg22_46_Bin_204_scaffold_68820_3	PL12(416-541)	-	-	N	1
Meg22_46_Bin_204_scaffold_6978_1	GH148(103-255)	-	-	N	1
Meg22_46_Bin_204_scaffold_6978_2	CE4(426-545)	CE4(141)	-	N	2
Meg22_46_Bin_204_scaffold_7065_3	GH156(93-383)	-	-	N	1
Meg22_46_Bin_204_scaffold_7211_3	CBM9(369-546)	-	-	N	1
Meg22_46_Bin_204_scaffold_74322_3	GH165(143-446)	-	-	N	1
Meg22_46_Bin_204_scaffold_75135_4	GT4(203-354)	-	-	N	1
Meg22_46_Bin_204_scaffold_7550_1	CE7(62-305)	-	-	N	1
Meg22_46_Bin_204_scaffold_75646_2	GH163(215-494)	-	-	N	1
Meg22_46_Bin_204_scaffold_76247_1	GH151(31-157)	-	-	N	1
Meg22_46_Bin_204_scaffold_77073_3	GH163(119-365)	-	-	N	1
Meg22_46_Bin_204_scaffold_78008_8	GH109(6-113)	-	-	N	1
Meg22_46_Bin_204_scaffold_79672_1	GH141(7-246)	-	-	N	1
Meg22_46_Bin_204_scaffold_79757_4	GH165(4-331)	-	-	N	1
Meg22_46_Bin_204_scaffold_8007_5	GH165(4-538)	GH165(1)	GH165+3.2.1.23	N	3
Meg22_46_Bin_204_scaffold_8007_9	CBM9(35-213)	-	-	N	1
Meg22_46_Bin_204_scaffold_81453_3	CBM9(413-580)	-	-	N	1
Meg22_46_Bin_204_scaffold_81750_4	GH165(44-347)	-	-	N	1
Meg22_46_Bin_204_scaffold_81791_4	GH156(12-506)	-	-	N	1
Meg22_46_Bin_204_scaffold_82069_1	PL15(677-806)	-	-	N	1
Meg22_46_Bin_204_scaffold_82217_1	GH33(12-178)	-	-	N	1
Meg22_46_Bin_204_scaffold_8278_2	PL11(339-886)	PL11(1)	PL11_1	N	3
Meg22_46_Bin_204_scaffold_8307_1	PL34(483-670)	-	-	N	1
Meg22_46_Bin_204_scaffold_8368_5	GT4(198-330)	-	-	N	1
Meg22_46_Bin_204_scaffold_844_1	GH141(9-357)	-	-	N	1
Meg22_46_Bin_204_scaffold_844_17	PL12(409-566)	-	-	N	1
Meg22_46_Bin_204_scaffold_849_11	GT2_Glycos_transf_2(6-177)	-	-	N	1
Meg22_46_Bin_204_scaffold_849_14	GT4(211-356)	-	-	N	1
Meg22_46_Bin_204_scaffold_849_15	GT4(193-346)	-	-	N	1
Meg22_46_Bin_204_scaffold_849_25	PL22_2(173-377)	-	-	N	1
Meg22_46_Bin_204_scaffold_849_28	CE7(6-286)	-	-	N	1
Meg22_46_Bin_204_scaffold_849_4	PL25(53-385)	-	-	N	1
Meg22_46_Bin_204_scaffold_8573_15	PL15(659-789)	-	-	N	1
Meg22_46_Bin_204_scaffold_8573_21	GH29(13-320)	-	-	N	1
Meg22_46_Bin_204_scaffold_8573_9	GH109(7-119)	-	-	N	1
Meg22_46_Bin_204_scaffold_859_10	GH109(7-117)	-	-	N	1
Meg22_46_Bin_204_scaffold_87066_2	GH163(230-487)	-	-	N	1
Meg22_46_Bin_204_scaffold_8795_9	CE1(46-174)	-	-	N	1
Meg22_46_Bin_204_scaffold_88137_2	GH163(216-476)	GH163(4)	GH163	N	3
Meg22_46_Bin_204_scaffold_88591_2	PL6(444-685)	-	-	N	1
Meg22_46_Bin_204_scaffold_8889_4	CBM9(353-536)	-	-	N	1
Meg22_46_Bin_204_scaffold_8889_6	GH163(209-471)	-	-	N	1
Meg22_46_Bin_204_scaffold_89698_1	PL10_2(624-798)	-	-	N	1
Meg22_46_Bin_204_scaffold_9054_10	GH5(354-648)	-	-	N	1
Meg22_46_Bin_204_scaffold_9054_20	GT28(34-196)	-	-	N	1
Meg22_46_Bin_204_scaffold_92311_2	GH106(8-565)	-	-	N	1
Meg22_46_Bin_204_scaffold_92311_3	GT4(209-358)	-	-	N	1
Meg22_46_Bin_204_scaffold_92311_4	GT4(53-207)	-	-	N	1
Meg22_46_Bin_204_scaffold_9256_13	GH33(27-304)	-	-	N	1
Meg22_46_Bin_204_scaffold_9256_7	GH163(205-460)+CBM9(679-839)	-	-	N	1
Meg22_46_Bin_204_scaffold_9256_9	CE15(200-341)	-	-	N	1
Meg22_46_Bin_204_scaffold_94522_3	GH109(4-132)	-	-	N	1
Meg22_46_Bin_204_scaffold_9452_2	GH31(196-630)	-	GH31	N	2
Meg22_46_Bin_204_scaffold_9526_2	GH109(9-124)	-	-	N	1
Meg22_46_Bin_204_scaffold_9526_5	GH151(253-350)	-	-	N	1
Meg22_46_Bin_204_scaffold_9526_8	CBM9(872-1045)	-	-	N	1
Meg22_46_Bin_204_scaffold_9811_3	GH109(4-104)	-	-	N	1
Meg22_46_Bin_204_scaffold_9811_4	PL10_3(203-364)	-	-	N	1
Meg22_46_Bin_204_scaffold_9828_7	GH20(317-622)	-	-	N	1
Meg22_46_Bin_204_scaffold_98644_2	CBM9(17-185)	-	-	N	1
Meg22_46_Bin_204_scaffold_9963_3	PL6(122-474)	-	-	N	1
Meg22_46_Bin_204_scaffold_9963_5	GH165(578-987)	-	-	N	1
Meg22_46_Bin_204_scaffold_9983_1	GT2_Glyco_tranf_2_3(128-354)	GT2(93)	-	N	2
Meg22_46_Bin_204_scaffold_1487_23	-	CE11(17)	-	N	1
Meg22_46_Bin_204_scaffold_251819_1	-	GH116(4)	-	N	1
Meg22_46_Bin_204_scaffold_79672_2	-	GH141(5)	GH141	N	2
Meg22_46_Bin_204_scaffold_64767_2	-	GH151(1)	GH151	N	2
Meg22_46_Bin_204_scaffold_308237_1	-	GH33(43)+CBM6(53)	-	N	1
Meg22_46_Bin_204_scaffold_469878_1	-	PL1(39)	-	N	1
Meg22_46_Bin_204_scaffold_5220_19	-	GT0(93)	GT0	N	2
Meg22_46_Bin_204_scaffold_9983_12	-	CBM5(68)	-	N	1
Meg22_46_Bin_204_scaffold_11212_3	-	CBM50(103)	-	N	1
Meg22_46_Bin_204_scaffold_9811_6	-	CBM51(15)	-	N	1
Meg22_46_Bin_204_scaffold_844_24	-	-	GH13_30	N	1
Meg22_46_Bin_204_scaffold_1723_5	-	-	GH6	N	1
Meg22_46_Bin_204_scaffold_2250_7	-	-	GT13	N	1
Meg22_46_Bin_204_scaffold_5875_12	-	-	GH33	N	1
Meg22_46_Bin_204_scaffold_5940_9	-	-	AA1	N	1
Meg22_46_Bin_204_scaffold_5943_5	-	-	GH30	N	1
Meg22_46_Bin_204_scaffold_8278_11	-	-	GH3	N	1
Meg22_46_Bin_204_scaffold_10249_8	-	-	GH13_30	N	1
Meg22_46_Bin_204_scaffold_11078_6	-	-	GT2	N	1
Meg22_46_Bin_204_scaffold_13607_12	-	-	GT4	N	1
Meg22_46_Bin_204_scaffold_22020_7	-	-	GH6	N	1
Meg22_46_Bin_204_scaffold_23628_7	-	-	GT4	N	1
Meg22_46_Bin_204_scaffold_36620_3	-	-	GH28	N	1
Meg22_46_Bin_204_scaffold_54601_2	-	-	PL0	N	1
Meg22_46_Bin_204_scaffold_56945_2	-	-	GH0	N	1
Meg22_46_Bin_204_scaffold_581261_1	-	-	PL0	N	1
