Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Meg22_810_Bin_154_2_1_scaffold_38749_5	GT2_Glyco_tranf_2_3(4-220)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_39923_2	CBM9(4-145)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_40832_5	GH109(5-120)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_421229_4	GH5_7(2-167)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_43122_3	GT2_Glyco_tranf_2_3(55-285)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_43439_3	CE7(336-626)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_43578_2	GH32(29-323)	-	CBM38+GH32	N	2
Meg22_810_Bin_154_2_1_scaffold_43578_8	GH26(29-226)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_45581_3	GH109(5-119)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_46091_1	GH4(4-183)	GH4(8)	GH4	N	3
Meg22_810_Bin_154_2_1_scaffold_46091_2	GH2(4-758)	GH2(31)	GH2	N	3
Meg22_810_Bin_154_2_1_scaffold_46594_1	GH2(8-561)	-	GH2	N	2
Meg22_810_Bin_154_2_1_scaffold_46818_5	GH133(324-674)	GH133(1)	GH133	N	3
Meg22_810_Bin_154_2_1_scaffold_47227_2	GH4(5-180)	-	GH4	N	2
Meg22_810_Bin_154_2_1_scaffold_47227_6	GH4(3-137)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_49835_6	GT2_Glycos_transf_2(184-296)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_49883_1	CBM51(221-363)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_52066_1	GH57(14-462)	GH57(1)	GH57	N	3
Meg22_810_Bin_154_2_1_scaffold_52066_2	GH15(273-637)	-	GH15	N	2
Meg22_810_Bin_154_2_1_scaffold_52066_3	GT5(4-484)	GT5(14)	GT5	N	3
Meg22_810_Bin_154_2_1_scaffold_53379_8	CE14(7-116)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_59788_2	GT4(248-400)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_59788_3	GT4(226-363)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_60035_3	GT83(109-405)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_60928_5	CE14(8-112)	CE14(17)	-	N	2
Meg22_810_Bin_154_2_1_scaffold_6214_8	GT4(176-328)+GT2_Glycos_transf_2(399-506)	GT2(46)	-	N	2
Meg22_810_Bin_154_2_1_scaffold_62378_1	GT2_Glycos_transf_2(4-163)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_62378_2	GT83(2-474)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_63509_1	GH2(24-667)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_67366_2	GH50(67-696)	GH50(3)	GH50	N	3
Meg22_810_Bin_154_2_1_scaffold_68046_1	GH161(20-893)	-	GH161	N	2
Meg22_810_Bin_154_2_1_scaffold_6995_6	AA6(3-154)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_6995_8	GH50(101-648)	GH50(7)	GH50	N	3
Meg22_810_Bin_154_2_1_scaffold_73570_6	GH109(5-117)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_7689_17	CE15(93-321)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_77038_1	GH50(201-686)	-	GH50	N	2
Meg22_810_Bin_154_2_1_scaffold_79909_4	GH9(145-642)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_89653_3	GH123(24-535)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_94813_1	GH35(23-214)	GH35(14)	GH35	N	3
Meg22_810_Bin_154_2_1_scaffold_96499_2	GH109(2-115)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_96499_3	GH42(23-414)	-	-	N	1
Meg22_810_Bin_154_2_1_scaffold_25494_7	-	CE11(17)	-	N	1
Meg22_810_Bin_154_2_1_scaffold_127016_1	-	GH130(22)	-	N	1
Meg22_810_Bin_154_2_1_scaffold_438154_3	-	GH140(5)	-	N	1
Meg22_810_Bin_154_2_1_scaffold_93632_1	-	GH33(52)	GH33	N	2
Meg22_810_Bin_154_2_1_scaffold_36686_3	-	GH73(89)+CBM50(77)	-	N	1
Meg22_810_Bin_154_2_1_scaffold_15038_17	-	GT0(93)	-	N	1
Meg22_810_Bin_154_2_1_scaffold_17108_3	-	GT4(196)	-	N	1
Meg22_810_Bin_154_2_1_scaffold_24209_9	-	CBM5(68)	-	N	1
Meg22_810_Bin_154_2_1_scaffold_6787_7	-	-	GT4	N	1
Meg22_810_Bin_154_2_1_scaffold_17108_8	-	-	GT13	N	1
Meg22_810_Bin_154_2_1_scaffold_17108_12	-	-	AA1	N	1
Meg22_810_Bin_154_2_1_scaffold_21062_6	-	-	GH6	N	1
Meg22_810_Bin_154_2_1_scaffold_23862_3	-	-	GH28	N	1
Meg22_810_Bin_154_2_1_scaffold_50188_1	-	-	GT30	N	1
Meg22_810_Bin_154_2_1_scaffold_56099_3	-	-	GH2	N	1
Meg22_810_Bin_154_2_1_scaffold_58544_3	-	-	GH13_30	N	1
Meg22_810_Bin_154_2_1_scaffold_61851_3	-	-	GH6	N	1
